cpu,memory,error_rate,latency,failed
52.11,73.52,0.0232,253.8,0
93.55,92.66,0.2459,554.8,1
59.04,47.27,0.0182,157.2,0
47.58,21.07,0.0222,104.1,0
88.06,91.94,0.2109,700.5,1
88.87,79.92,0.1124,421.0,1
80.58,87.36,0.0868,316.4,1
29.9,28.7,0.0037,82.4,0
66.95,65.86,0.0193,291.0,0
53.97,43.08,0.026,126.7,0
95.1,92.66,0.2535,441.8,1
17.39,51.35,0.0248,135.2,0
91.18,77.92,0.0924,337.3,0
44.14,47.53,0.0142,116.3,0
98.71,99.44,0.2519,454.2,1
88.5,95.56,0.113,445.7,1
85.32,84.39,0.1139,377.3,0
93.16,92.88,0.2288,609.2,1
72.11,89.1,0.0589,267.1,1
93.99,97.32,0.1676,770.6,1
91.94,97.86,0.269,535.6,1
97.47,90.31,0.117,546.0,1
17.98,43.9,0.0065,170.5,0
99.26,93.42,0.1294,590.3,1
82.17,82.51,0.0918,404.6,0
74.3,86.89,0.0591,281.5,1
70.46,54.92,0.0483,249.2,0
30.24,29.85,0.0342,150.5,0
27.08,63.12,0.0049,67.8,0
98.77,95.77,0.2358,787.6,1
91.12,100,0.1197,399.2,1
98.22,91.93,0.3034,488.7,1
97.54,98.46,0.2542,794.3,1
61.11,66.83,0.0452,229.9,0
84.63,96.09,0.1545,609.0,1
83.56,92.59,0.1019,335.0,1
69.48,82.14,0.1063,297.2,1
79.97,78.88,0.0731,407.4,1
19.65,58.64,0.0054,104.3,0
91.74,89.48,0.2875,766.8,1
80.64,88.61,0.0499,336.8,1
75.38,87.08,0.0751,382.1,0
66.41,64.72,0.054,184.8,1
79.25,80.68,0.1127,461.5,1
90.75,99.49,0.1189,545.7,1
77.68,93.18,0.0946,325.0,1
50.31,24.15,0.0041,132.1,0
68.78,56.12,0.0276,167.4,0
40.1,43.05,0.0115,73.2,0
51.02,69.84,0.057,199.0,0
62.85,62.47,0.0297,268.0,0
51.19,54.86,0.0309,162.7,0
71.84,75.53,0.1042,347.7,1
76.78,79.24,0.1141,269.5,0
57.86,56.38,0.0582,291.8,0
35.79,28.34,0.0397,130.8,0
84.53,91.61,0.2617,799.0,1
98.59,96.95,0.1046,474.4,1
94.26,93.65,0.3036,440.4,1
68.14,78.63,0.0459,225.8,1
88.09,95.58,0.2462,586.4,1
49.14,46.11,0.0037,150.1,0
95.46,94.11,0.1338,773.7,1
55.19,80.57,0.028,205.4,0
67.32,71.7,0.0545,166.1,0
50.33,76.4,0.0703,195.4,0
80.3,90.79,0.0707,277.9,1
80.84,82.29,0.1186,310.1,1
30.94,21.21,0.018,88.2,0
95.8,94.41,0.2893,515.5,1
72.55,90.31,0.0908,322.4,1
82.08,83.23,0.0732,338.8,0
40.71,36.77,0.0253,142.8,0
97.1,98.95,0.1698,714.9,1
34.05,33.86,0.0148,169.1,0
30.33,37.23,0.0202,143.0,0
82.98,80.97,0.0776,402.0,1
50.55,23.36,0,177.3,0
91.68,90.53,0.2495,663.3,1
94.07,93.4,0.1994,654.4,1
86.66,90.78,0.2655,798.1,1
17.85,38.38,0.0108,165.4,0
72.23,81.6,0.0595,258.8,1
81.94,83.93,0.08,333.7,0
89.14,78.52,0.0715,380.5,1
89.54,97.63,0.2978,517.2,1
88.09,95.74,0.2619,781.4,1
44.11,51.72,0.0235,91.1,0
96.55,96.7,0.1783,458.6,1
75.88,74.49,0.043,207.9,0
86.38,90.13,0.1155,726.5,1
23.12,59.96,0.0049,156.6,0
53.8,79.54,0.0324,179.9,0
50.38,80.86,0.0233,222.4,0
75.01,88.25,0.0553,395.5,1
86.55,78.6,0.0736,328.7,0
46.68,54.91,0.0204,114.0,0
35.46,59.79,0.0271,178.3,0
74.63,66.54,0.033,185.8,0
86.95,100,0.244,592.5,1
95.97,98.62,0.2237,487.6,1
85.57,97.89,0.2421,699.6,1
63.16,56.01,0.0389,218.3,0
87.57,85.79,0.0925,266.7,0
53.92,69.84,0.0658,288.4,0
18.7,65.18,0.0363,105.8,0
96.47,96.62,0.2145,742.2,1
97.74,99.08,0.137,432.6,1
76.42,93.07,0.1145,354.7,0
64.11,68.98,0.0384,195.9,0
73.26,71.88,0.0482,281.9,0
73.03,79.49,0.0938,389.9,1
96.87,94.05,0.1018,730.8,1
51.69,66.66,0.0252,153.4,0
21.18,48.25,0,154.5,0
63.98,74.86,0.0531,206.7,0
61.82,74.14,0.0406,155.7,0
56.05,71.1,0.0357,177.6,0
71.16,77.2,0.0569,417.7,1
86.09,98.1,0.2931,612.0,1
69.39,56.52,0.0236,278.1,1
23.76,41.35,0.0289,164.4,0
48.25,55.78,0.0076,76.5,0
88.0,92.17,0.3018,509.3,1
74.94,83.08,0.1115,458.0,1
96.02,95.29,0.2627,530.7,1
46.65,47.86,0.0278,73.6,0
21.14,61.65,0.0274,181.7,0
74.51,89.03,0.1139,461.8,1
94.58,90.2,0.2574,454.5,1
51.4,61.36,0.0443,273.5,1
71.85,92.01,0.0918,442.9,0
71.77,88.13,0.0831,401.1,0
96.96,92.05,0.1966,458.2,1
55.86,79.0,0.0472,258.9,0
35.52,48.36,0.0211,124.6,0
84.74,76.19,0.0794,449.7,1
94.76,91.74,0.2244,454.3,1
86.62,97.16,0.232,438.2,1
59.53,41.45,0.0153,180.4,0
85.26,88.34,0.0889,402.0,1
88.1,91.4,0.1769,689.6,1
86.8,96.99,0.1449,663.4,1
91.44,97.28,0.1478,704.4,1
88.8,97.08,0.1185,769.7,1
34.9,22.38,0.0135,181.5,0
56.97,57.45,0.0195,177.2,0
69.93,57.07,0.0259,287.4,0
98.04,100,0.2707,416.2,1
58.62,58.76,0.0363,203.8,0
73.4,93.7,0.0678,302.0,0
86.35,92.83,0.2977,665.4,1
44.1,62.01,0.0223,112.8,0
72.25,79.05,0.0764,280.3,1
54.35,78.45,0.0185,200.1,0
96.23,97.12,0.2461,523.0,1
80.74,86.45,0.0665,435.0,1
96.31,93.89,0.1823,540.3,1
74.87,75.48,0.1088,273.8,1
81.68,88.34,0.0532,262.3,1
88.34,93.2,0.2619,698.9,1
46.9,30.09,0.0249,72.6,0
41.86,58.95,0.0294,66.6,0
78.58,84.04,0.1162,296.4,1
55.78,45.41,0.0218,58.6,0
71.81,60.22,0.037,167.0,0
52.3,57.77,0.0325,210.8,0
96.75,96.54,0.1691,420.9,1
71.44,77.38,0.0306,240.9,0
96.47,96.48,0.274,425.2,1
82.09,78.5,0.1021,393.5,0
70.27,94.11,0.1092,281.7,1
70.08,57.04,0.0554,203.5,1
56.22,64.47,0.0186,185.4,0
81.0,78.89,0.0539,289.6,1
76.46,77.35,0.0274,248.5,0
37.29,57.09,0.0334,164.0,0
27.61,38.94,0.0194,115.6,0
16.37,57.39,0.0149,161.9,0
91.0,99.22,0.2447,693.6,1
85.35,77.17,0.0799,370.6,0
70.53,76.02,0.068,320.9,0
73.04,62.27,0.0212,263.0,0
93.07,97.27,0.1162,613.3,1
88.06,81.83,0.0863,418.4,1
87.15,87.96,0.0612,296.3,1
98.42,95.26,0.1541,778.0,1
84.52,85.91,0.116,409.5,1
87.77,93.73,0.1615,424.5,1
83.06,93.13,0.0749,360.1,1
71.14,80.19,0.0803,298.5,1
35.21,47.78,0.031,137.8,0
87.25,88.85,0.2651,497.4,1
85.96,92.27,0.2055,531.0,1
90.44,91.83,0.2953,668.1,1
52.2,69.01,0.0286,251.2,0
81.7,82.7,0.0808,430.2,0
85.76,90.93,0.0779,239.8,0
85.24,77.17,0.094,388.7,1
38.01,26.85,0.0058,99.0,0
87.27,92.71,0.1076,497.4,1
83.03,75.72,0.0809,421.5,1
71.72,93.74,0.0966,407.7,0
72.37,65.43,0.0555,284.6,0
82.49,84.61,0.0613,398.8,0
89.99,94.97,0.2312,712.6,1
74.61,83.64,0.0568,310.9,1
85.32,94.02,0.0577,246.9,1
42.47,19.6,0.0283,165.3,0
75.61,86.97,0.0881,446.2,1
88.44,99.68,0.2006,699.9,1
65.18,66.79,0.0562,255.5,0
99.34,93.95,0.1384,682.3,1
91.3,98.79,0.2667,706.2,1
56.66,53.32,0.0213,139.9,0
69.95,77.95,0.1181,334.7,1
80.18,93.75,0.0586,277.4,1
85.81,79.76,0.0918,267.6,1
31.73,28.81,0.0153,35.2,0
51.38,80.38,0.0576,143.9,0
84.87,88.98,0.0651,337.4,1
86.61,96.98,0.2771,589.9,1
92.18,94.37,0.1157,671.0,1
52.46,39.01,0.0289,141.6,0
61.76,35.55,0.0031,148.9,0
26.75,53.29,0.0116,154.9,0
68.83,92.47,0.0798,460.5,1
59.25,78.19,0.052,190.5,0
54.16,59.42,0.0193,151.6,0
89.86,96.4,0.2542,658.5,1
96.49,90.13,0.1845,493.6,1
93.0,91.11,0.1736,703.5,1
77.01,89.96,0.0692,361.3,1
82.3,83.64,0.0611,427.8,1
84.31,97.77,0.1181,709.0,1
84.01,83.6,0.0901,389.1,0
88.06,96.25,0.1263,725.7,1
88.49,91.96,0.1044,335.5,0
52.65,76.7,0.0347,152.8,0
81.1,77.94,0.0637,425.5,1
30.26,44.82,0.0328,121.8,0
50.37,70.41,0.0288,210.1,0
48.78,28.88,0.0324,142.9,0
30.64,47.62,0.0293,138.2,0
71.7,81.96,0.0731,335.9,1
44.64,26.33,0.0274,104.9,0
67.52,78.1,0.0443,270.7,0
73.84,59.73,0.0223,261.7,0
94.61,93.15,0.159,463.8,1
46.7,58.61,0.011,69.4,0
58.9,51.92,0.0187,200.1,0
91.44,92.43,0.2067,705.0,1
70.64,82.08,0.0613,270.1,0
18.84,45.39,0.0358,182.2,0
84.47,80.2,0.1036,343.6,1
51.53,72.13,0.0238,214.5,0
30.88,33.33,0.0272,148.5,0
21.93,63.14,0.0171,143.3,0
78.9,92.69,0.111,411.8,1
71.02,89.31,0.0663,352.8,0
89.9,92.38,0.2328,444.5,1
45.21,37.88,0.0283,152.2,0
35.63,36.31,0.0179,148.6,0
53.83,71.94,0.0233,208.8,0
86.27,100,0.2093,492.9,1
88.18,93.74,0.168,457.5,1
52.12,52.11,0.0138,168.7,0
92.66,94.09,0.236,531.1,1
25.68,43.35,0.028,75.8,0
95.74,90.52,0.1987,722.9,1
77.06,78.96,0.0704,296.9,1
85.58,91.94,0.087,427.0,1
16.87,49.06,0.021,69.5,0
98.25,98.36,0.2747,584.2,1
87.69,96.77,0.1564,436.9,1
100,94.61,0.2894,580.3,1
35.08,54.25,0.003,143.7,0
55.55,56.75,0.0593,278.0,0
54.49,58.54,0.0376,286.2,0
67.42,64.88,0.0615,250.0,0
93.0,98.8,0.1709,509.1,1
59.44,80.42,0.0658,262.8,0
43.51,61.59,0.007,118.7,0
73.76,69.51,0.0477,223.4,0
90.83,95.41,0.1769,626.5,1
63.81,66.81,0.0413,243.1,0
85.05,94.85,0.2245,590.3,1
51.01,60.24,0.0117,61.9,0
86.17,93.61,0.2799,739.8,1
58.36,63.36,0.0096,98.9,0
80.01,89.28,0.1152,444.9,1
54.45,76.67,0.0262,178.1,0
72.79,82.53,0.1159,361.9,1
66.53,73.64,0.07,195.7,1
42.01,30.89,0.0315,68.0,0
87.34,96.93,0.2877,772.1,1
70.83,91.69,0.0872,328.9,0
62.93,71.33,0.054,194.1,1
30.95,19.63,0.0165,196.2,0
62.47,76.77,0.0641,173.3,0
53.74,58.79,0.0252,236.8,0
45.19,33.73,0.0014,160.2,0
52.18,63.2,0.0372,287.8,0
84.69,79.96,0.1112,320.8,0
57.02,56.85,0.0333,175.3,0
84.13,77.48,0.1002,262.4,1
73.39,92.56,0.0932,352.2,1
78.56,82.18,0.0676,349.2,1
97.33,91.97,0.2099,425.2,1
37.91,57.02,0.0283,62.1,0
79.24,78.21,0.098,287.6,1
79.91,86.54,0.1183,286.4,1
99.47,98.71,0.2248,770.4,1
52.33,58.64,0.0706,263.8,0
77.8,82.73,0.0648,284.0,1
95.75,94.66,0.2065,428.2,1
70.53,93.87,0.0625,422.4,0
35.55,61.4,0.0178,86.1,0
72.21,70.02,0.0553,157.5,0
73.5,61.18,0.0242,210.9,0
54.77,46.33,0.0343,46.8,0
44.26,57.75,0.0355,40.8,0
58.75,79.83,0.0372,192.1,1
91.21,93.18,0.2309,723.4,1
86.08,99.42,0.1488,717.5,1
74.66,76.26,0.0349,287.7,0
67.53,72.58,0.0629,192.2,0
87.42,78.52,0.1077,281.5,1
94.61,90.37,0.2032,692.0,1
26.09,26.11,0.0264,192.9,0
89.43,93.82,0.1036,401.2,1
56.17,31.44,0.0019,123.3,0
70.33,90.9,0.1077,278.8,0
86.45,94.95,0.1902,415.7,1
60.0,43.23,0.0129,73.6,0
18.88,52.34,0.0347,86.0,0
59.46,59.59,0.0244,269.2,0
79.04,82.51,0.0756,425.8,1
83.58,86.97,0.0655,305.7,1
67.07,64.67,0.0289,264.0,0
80.97,93.44,0.114,235.8,1
75.3,76.96,0.0787,382.5,1
98.77,89.45,0.1844,503.6,1
42.46,57.48,0.0035,75.1,0
73.04,90.62,0.1154,365.2,1
39.28,41.73,0.0187,81.9,0
25.5,29.29,0.0069,112.5,0
79.63,80.19,0.0883,429.6,1
87.8,98.42,0.2178,669.1,1
31.65,22.52,0.027,171.2,0
86.36,83.57,0.0636,380.1,1
69.15,58.24,0.0432,172.8,0
90.95,98.84,0.0974,469.5,1
15.07,58.29,0.029,164.6,0
25.9,48.43,0.031,170.1,0
97.01,98.68,0.263,697.7,1
76.47,89.1,0.1006,356.3,1
91.85,100,0.2533,711.8,1
35.28,58.44,0.0149,81.7,0
95.1,98.07,0.245,681.1,1
29.87,24.31,0.0318,128.4,0
100,94.36,0.1339,747.7,1
90.01,80.29,0.0926,370.3,1
87.44,98.42,0.1366,516.3,1
58.64,52.62,0.0216,152.6,0
86.4,97.63,0.1715,766.4,1
51.13,68.9,0.0726,265.8,0
91.31,95.47,0.1743,775.4,1
74.13,89.99,0.0609,443.5,0
74.87,62.47,0.0386,183.2,0
39.02,42.54,0.017,84.9,0
26.46,38.08,0.0061,130.0,0
54.69,64.0,0.0303,269.1,0
24.94,31.05,0.0254,62.7,0
59.33,63.95,0.0435,172.1,0
88.47,90.93,0.2583,520.4,1
44.21,36.99,0.0217,146.9,0
96.68,100,0.2899,476.0,1
70.95,82.09,0.1006,343.1,1
89.26,93.07,0.2929,620.1,1
29.22,46.28,0.0355,47.6,0
22.0,45.3,0.0094,100.9,0
50.83,65.48,0.0514,277.8,0
84.42,86.44,0.0595,290.4,0
67.69,60.9,0.0586,240.7,0
71.32,81.1,0.108,264.3,1
72.92,76.19,0.0376,234.7,0
92.1,92.38,0.2114,566.5,1
90.5,95.14,0.142,479.2,1
42.6,63.23,0.0234,187.6,0
80.51,84.19,0.1019,393.5,1
53.83,72.95,0.027,216.7,0
15.67,57.3,0.0294,48.5,0
90.47,94.06,0.0918,439.2,1
96.54,90.85,0.1436,553.5,1
85.11,89.8,0.0949,373.8,0
29.97,41.96,0.0046,117.7,0
64.11,68.16,0.0392,199.6,0
56.71,54.88,0.0265,68.4,0
87.24,81.55,0.0604,447.0,0
65.3,62.13,0.0651,169.2,0
74.07,87.18,0.1059,362.9,1
92.92,95.05,0.1919,562.0,1
58.01,72.37,0.0465,212.4,1
92.38,91.79,0.2915,661.4,1
70.64,95.6,0.0495,264.9,1
50.22,68.27,0.024,163.4,0
74.68,72.94,0.0226,237.0,1
61.71,60.69,0.0597,225.3,0
75.31,93.99,0.0897,361.0,0
67.21,57.55,0.022,226.4,0
74.38,77.49,0.1205,355.5,0
54.45,57.71,0.0301,312.0,0
83.87,78.78,0.0966,412.7,1
97.46,91.19,0.2773,462.0,1
23.82,58.86,0.0202,74.3,0
57.81,28.97,0.0369,91.9,0
19.81,24.02,0.0323,110.4,0
87.44,96.22,0.1289,563.5,1
41.03,44.18,0.0349,136.4,0
19.8,30.44,0.0043,140.9,0
28.2,49.07,0.0007,76.0,0
87.69,96.22,0.217,701.8,1
86.54,89.82,0.0812,272.5,1
52.0,54.67,0.0262,217.7,0
75.49,86.49,0.0555,451.4,1
87.3,93.2,0.1012,318.3,1
86.61,91.88,0.2958,695.4,1
56.32,70.32,0.0392,281.2,0
87.44,82.23,0.0995,248.1,0
71.78,93.5,0.1133,437.4,1
28.75,58.12,0.0156,80.5,0
86.81,79.22,0.1097,347.0,0
18.99,63.45,0.0164,107.7,0
85.29,85.16,0.0628,294.5,1
56.54,35.49,0.0345,194.6,0
49.6,38.82,0.0151,118.4,0
71.99,91.77,0.0707,434.0,0
54.53,64.19,0.0588,253.4,0
78.37,91.67,0.0616,334.1,1
74.69,79.81,0.0855,307.1,1
39.35,21.87,0.022,82.6,0
92.82,94.56,0.3003,602.7,1
31.6,25.54,0.0063,103.5,0
88.42,94.14,0.2286,683.3,1
76.31,92.61,0.0786,239.1,1
72.29,82.15,0.0562,332.8,1
96.54,97.16,0.1364,492.2,1
24.53,22.02,0.0213,177.7,0
51.86,77.24,0.0685,216.1,1
89.89,84.94,0.0713,348.3,1
48.28,22.2,0.0141,110.6,0
39.98,55.03,0.0051,154.6,0
24.11,37.2,0.0003,125.3,0
85.88,76.27,0.0616,426.2,0
83.51,84.95,0.0745,252.1,1
67.47,74.33,0.059,295.8,0
55.58,70.88,0.0422,178.0,0
71.62,84.38,0.0717,333.4,0
22.0,57.41,0.039,50.7,0
32.15,40.22,0.0275,170.9,0
52.11,57.82,0.0563,183.8,0
62.84,76.91,0.0689,163.7,0
84.69,93.56,0.0629,377.0,0
27.69,21.32,0.0397,132.2,0
44.74,36.05,0.0141,196.5,0
69.95,77.41,0.0819,278.7,0
72.78,60.57,0.0313,214.3,1
70.83,69.51,0.0367,178.4,0
20.6,58.45,0.027,65.3,0
73.76,82.85,0.1166,451.4,1
87.37,97.36,0.1348,592.3,1
16.01,50.22,0.0338,102.9,0
92.05,91.76,0.1039,681.8,1
83.47,93.34,0.0706,352.8,1
68.08,57.89,0.0382,193.5,0
31.99,34.63,0.0332,50.6,0
91.98,99.1,0.1715,420.1,1
88.71,85.61,0.0822,310.0,1
54.65,55.88,0.002,82.2,0
73.61,77.35,0.1072,297.0,1
94.17,97.14,0.1186,512.7,1
85.25,96.02,0.0669,419.5,0
86.39,91.92,0.0807,278.1,0
35.67,31.3,0.0371,134.8,0
82.36,79.27,0.0885,431.0,1
38.1,50.2,0.0039,45.9,0
90.67,84.73,0.1052,343.9,1
29.59,23.55,0.0138,156.2,0
95.84,94.17,0.2838,790.1,1
27.94,19.71,0.0124,99.4,0
86.79,92.19,0.136,719.9,1
26.03,40.15,0.0137,78.0,0
57.98,24.66,0.005,65.5,0
51.61,26.19,0.016,195.4,0
72.79,85.85,0.0596,329.6,1
95.03,99.86,0.1609,548.5,1
96.57,97.17,0.1796,610.9,1
92.3,100,0.2317,411.2,1
44.1,20.09,0.0063,167.5,0
79.95,94.8,0.0589,366.2,1
59.08,51.39,0.0096,56.0,0
83.64,76.42,0.0822,289.0,1
39.41,23.64,0.022,188.6,0
95.63,96.87,0.1787,668.2,1
64.57,73.22,0.0637,249.6,0
46.33,21.56,0.0363,43.8,0
32.06,38.32,0.0165,135.0,0
97.92,88.42,0.2347,486.4,1
95.37,95.83,0.223,463.4,1
26.14,51.94,0.0217,120.3,0
88.89,93.07,0.2672,631.0,1
45.98,38.21,0.01,159.3,0
78.08,78.33,0.0798,317.9,0
100,99.23,0.264,740.7,1
88.6,93.3,0.1803,553.2,1
18.31,31.33,0.0125,116.2,0
56.27,64.22,0.0416,245.8,0
57.5,68.69,0.0443,249.0,1
35.41,23.52,0.0281,175.8,0
34.37,36.53,0.006,180.7,0
32.6,50.85,0.0311,90.9,0
41.17,36.09,0.0352,80.2,0
100,95.5,0.2024,577.7,1
51.56,55.55,0.0364,58.2,0
74.39,69.23,0.0506,245.9,0
81.11,80.65,0.0903,378.5,1
95.27,90.6,0.2432,575.7,1
85.88,80.05,0.0769,339.1,1
90.02,82.54,0.0785,318.5,1
90.14,79.28,0.0979,443.8,1
83.78,91.23,0.0624,263.8,0
83.08,92.82,0.0964,319.8,0
79.72,87.02,0.0989,250.2,1
87.55,81.98,0.085,369.5,0
88.18,92.92,0.1114,463.7,1
87.81,95.4,0.1326,609.5,1
61.79,66.0,0.041,191.7,0
19.85,59.97,0.0394,159.7,0
70.97,89.7,0.0909,412.0,1
48.81,39.87,0.0193,183.9,0
63.35,68.96,0.0195,198.9,1
73.78,67.43,0.0559,223.5,0
63.82,64.63,0.0384,147.1,1
98.44,94.29,0.1168,498.0,1
87.0,78.08,0.0835,384.8,0
86.91,79.15,0.0603,372.1,0
53.42,24.27,0.0304,157.9,0
56.07,75.83,0.0446,188.1,0
87.19,94.15,0.284,572.2,1
54.1,57.91,0.022,209.6,0
91.31,96.77,0.1359,394.6,1
54.43,58.63,0.042,243.8,0
25.57,32.27,0.0211,200.2,0
70.41,64.64,0.0417,298.0,0
64.6,69.01,0.0403,193.2,0
89.31,92.1,0.1019,796.3,1
48.71,20.22,0.0259,185.6,0
71.75,95.54,0.0638,301.3,0
72.87,84.88,0.0759,339.3,1
79.48,90.15,0.0875,322.8,1
30.41,31.29,0.0173,132.8,0
71.58,89.98,0.0733,333.4,1
90.55,94.98,0.2575,518.1,1
74.93,65.29,0.0303,207.4,0
91.28,96.11,0.1785,473.6,1
59.19,60.36,0.0588,196.1,1
56.77,37.79,0.0139,95.2,0
67.97,75.44,0.0256,145.2,0
91.58,99.41,0.2725,587.4,1
89.82,95.89,0.2201,487.4,1
98.7,95.9,0.1632,441.8,1
63.0,68.4,0.0368,254.1,1
56.75,65.21,0.0478,276.9,0
33.71,59.25,0.0155,128.9,0
58.43,40.34,0.0387,104.0,0
83.48,78.86,0.0795,310.0,0
72.01,82.12,0.081,264.6,0
74.5,90.56,0.1019,350.3,1
64.26,61.78,0.0251,201.7,0
89.23,98.97,0.1429,727.6,1
87.42,99.62,0.1605,422.7,1
88.01,75.65,0.1076,434.4,0
57.7,59.42,0.0229,61.5,0
51.33,73.73,0.032,211.2,0
78.38,89.92,0.048,273.1,1
27.7,23.25,0.017,98.5,0
51.12,33.8,0.042,88.7,0
34.98,23.44,0.0092,62.9,0
15.69,56.4,0.0338,184.5,0
92.95,90.37,0.1288,444.6,1
76.17,94.02,0.066,385.6,1
94.67,100,0.1512,762.3,1
67.34,69.9,0.0599,282.1,1
82.84,80.03,0.0833,304.5,0
85.24,82.17,0.1037,338.2,1
86.21,90.06,0.0892,317.2,1
48.42,46.87,0.0259,179.3,0
39.57,60.29,0.04,57.5,0
53.17,58.25,0.0236,296.8,0
89.33,94.81,0.2641,620.1,1
42.74,38.88,0.0208,107.4,0
53.01,65.36,0.0369,164.1,0
97.45,92.5,0.1183,522.4,1
51.28,54.43,0,111.2,0
67.47,71.61,0.0279,141.9,0
64.14,61.45,0.0451,252.8,0
93.82,97.36,0.2785,690.4,1
86.38,87.79,0.0899,380.0,1
60.99,59.42,0.044,268.3,0
28.1,26.72,0.04,146.8,0
57.8,75.75,0.0349,242.1,0
35.94,42.78,0.0017,90.6,0
64.1,79.41,0.0505,260.8,0
50.47,77.73,0.0371,198.4,1
79.47,83.5,0.0927,303.6,1
72.92,82.5,0.0661,301.5,1
55.26,70.87,0.0211,166.5,0
88.54,97.62,0.285,701.9,1
85.68,92.0,0.192,508.3,1
73.74,95.52,0.0607,262.3,0
32.18,35.12,0.0191,92.9,0
29.9,41.96,0.0313,62.4,0
40.8,37.46,0.0046,209.9,0
71.6,81.87,0.0589,303.4,1
56.92,69.05,0.0445,165.9,0
62.44,56.75,0.0623,194.0,0
61.81,65.85,0.0693,147.6,0
70.21,61.0,0.0486,300.3,0
67.23,68.4,0.0535,160.3,0
84.24,93.82,0.0782,346.2,0
77.57,77.97,0.0489,436.1,1
58.97,62.67,0.0333,168.9,0
81.01,93.66,0.0635,245.7,1
71.26,91.54,0.0739,305.2,0
58.42,21.96,0.0295,142.2,0
73.57,65.75,0.0494,253.7,0
72.37,92.01,0.0811,403.0,0
67.68,64.31,0.0354,274.4,0
51.01,25.41,0.0385,192.2,0
51.91,76.49,0.033,264.0,0
51.28,62.78,0.0506,280.0,1
99.27,92.27,0.1135,769.9,1
53.41,59.35,0.0174,40.5,0
88.03,74.81,0.1067,323.7,1
98.24,92.76,0.1445,451.6,1
37.29,30.01,0.0379,144.2,0
56.54,69.03,0.0359,299.6,0
75.17,87.06,0.1214,329.3,1
89.59,98.4,0.2337,438.3,1
74.5,65.63,0.0282,194.9,0
23.56,43.36,0.0136,48.4,0
36.11,46.24,0.0275,37.0,0
66.69,71.52,0.0235,155.2,1
52.32,73.36,0.0405,251.8,0
84.85,75.57,0.1164,368.5,0
60.07,76.3,0.0341,262.6,0
60.87,60.19,0.0263,106.5,0
26.35,36.7,0.0251,68.4,0
89.55,77.09,0.059,362.9,0
99.61,94.5,0.1453,482.8,1
93.5,89.98,0.207,499.4,1
94.31,98.33,0.2903,652.9,1
21.13,54.31,0.0235,58.3,0
73.49,77.63,0.1125,434.6,0
89.08,91.17,0.0708,435.3,0
73.99,68.78,0.0501,238.4,0
73.73,92.46,0.0632,395.0,1
57.58,60.04,0.0307,256.9,0
94.41,100,0.2023,612.5,1
93.18,93.91,0.148,425.3,1
89.68,95.55,0.2578,540.5,1
86.34,96.34,0.1395,755.7,1
30.84,42.53,0.0214,158.8,0
55.07,79.04,0.0363,298.9,0
53.59,32.29,0.0417,158.8,0
39.14,23.6,0.011,86.6,0
54.41,72.3,0.0339,256.1,0
99.62,97.98,0.1154,755.4,1
92.27,94.01,0.1898,673.5,1
86.67,95.18,0.127,663.1,1
85.68,99.58,0.2608,650.6,1
52.14,22.79,0.0006,87.9,0
98.86,91.52,0.1208,666.3,1
92.56,95.96,0.1975,524.2,1
48.91,41.44,0.0287,174.9,0
66.33,76.51,0.0498,226.9,0
46.13,31.49,0.0314,131.9,0
26.94,57.93,0.0345,203.5,0
76.7,87.14,0.0477,338.1,1
95.95,96.17,0.1218,560.5,1
98.46,93.46,0.1172,451.3,1
87.36,91.86,0.1171,490.5,1
87.82,98.28,0.2568,673.4,1
39.71,56.2,0.0408,88.8,0
71.58,56.71,0.0521,297.7,0
85.23,95.99,0.2721,700.0,1
49.72,27.23,0.0136,108.8,0
88.87,96.71,0.2789,725.7,1
68.93,71.25,0.019,183.4,1
49.21,38.24,0.0043,145.7,0
68.6,89.36,0.0592,443.5,1
59.8,63.1,0.0635,168.1,0
89.53,93.72,0.2708,528.5,1
71.26,63.04,0.0378,206.8,0
76.73,76.16,0.0692,371.9,1
69.9,77.02,0.1092,256.8,1
74.88,79.82,0.0565,321.8,1
97.46,92.98,0.2125,421.2,1
87.15,100,0.1283,731.3,1
78.22,84.99,0.0947,440.4,1
19.01,50.9,0.0312,68.2,0
72.39,93.97,0.1054,268.2,1
84.95,80.31,0.1016,343.5,1
88.01,96.54,0.1572,670.0,1
91.16,95.72,0.2422,535.8,1
21.21,31.62,0.0233,70.8,0
39.41,41.04,0.0242,125.4,0
38.07,31.2,0.029,92.5,0
69.66,66.43,0.0665,194.4,1
42.73,60.54,0.0169,106.8,0
24.0,31.95,0.0345,104.3,0
81.11,78.74,0.1153,326.6,0
89.58,93.13,0.1269,474.8,1
72.19,56.52,0.0657,165.7,0
81.08,83.63,0.0826,236.1,1
32.1,46.73,0.0348,137.7,0
43.41,60.47,0.0042,217.3,0
66.46,66.94,0.0424,302.6,0
86.98,88.89,0.1201,321.2,1
73.23,66.08,0.0233,230.7,0
31.22,30.57,0.0284,69.0,0
82.98,91.09,0.0832,259.6,1
54.52,55.31,0.0251,54.8,0
56.3,67.67,0.0306,202.3,0
73.06,95.66,0.1076,284.5,0
81.77,83.73,0.1107,315.3,0
19.61,28.09,0.0406,118.2,0
16.15,37.68,0.0335,194.2,0
93.67,89.54,0.1397,675.7,1
53.41,75.52,0.0523,205.3,0
59.19,62.17,0.0194,125.9,0
